l1,case 1 - const vel (T=0.049111111),case 1 - const vel (T=0.049111111),case 1 - const vel (T=0.049111111),case2 - const acc (T=0.002),case2 - const acc (T=0.002),case2 - const acc (T=0.002),case3 - smooth (T=0.002444444),case3 - smooth (T=0.002444444),case3 - smooth (T=0.002444444)
165,0.09055270349883343,0.09315780857061426,0.09342401999301495,0.02476833333333333,0.025474725107969335,0.024981207999999953,0.025129291727333344,0.026002863874104182,0.026997338055423942
166,0.09135485164516677,0.09398812350334315,0.0942394137596257,0.025213,0.025840815702861192,0.025433583999999954,0.025657291631333345,0.026537471327511563,0.02753907218828794
167,0.09215699979150008,0.09478163781990426,0.095049224,0.025662666666666663,0.026334747394035588,0.025885959999999937,0.026190995238000014,0.027076590603333273,0.02808080632115194
168,0.09295914793783344,0.09567522452839988,0.09587020129284712,0.026117333333333333,0.026718270774623562,0.02633833599999996,0.02672999514000001,0.02761443389415088,0.028633702681023904
169,0.09376129608416676,0.09646744672286371,0.096707936,0.026575999999999995,0.027252879050701034,0.026790711999999956,0.027274291337333348,0.028172280554069562,0.029214538586879942
170,0.0945634442305001,0.09728032908760807,0.09751216,0.027038,0.027746810535586017,0.027243087999999954,0.027823883830000014,0.028717866471325886,0.029756272719743945
171,0.09536559237683344,0.09810806138812467,0.098366648,0.027504,0.028153577587494722,0.02774572799999993,0.028378772618000005,0.029301537585331876,0.03034827085260794
172,0.09617592570833344,0.09894289573913656,0.09918204035929007,0.02797433333333333,0.028728862336607045,0.028198103999999953,0.02893936510866668,0.02987489913329835,0.030940268985471937
173,0.09698625903983343,0.09979451862799688,0.10002536,0.02844966666666666,0.029106574494158186,0.028700743999999934,0.02950525389466668,0.030484391146162495,0.031532267118335934
174,0.09778840718616677,0.10062677140269476,0.100829584,0.02893,0.02957145094024675,0.029153119999999956,0.030076031568666683,0.031004812912816933,0.032124265251199935
175,0.09858237014733344,0.10145127659263474,0.101633808,0.02941366666666666,0.030059571143256504,0.02965575999999995,0.03065292035266668,0.031668533886558804,0.03271626338406394
176,0.09936814792333347,0.10230289734305903,0.10248829599999999,0.029900666666666662,0.03057674604784873,0.030158399999999915,0.03123714246866668,0.03228837216210297,0.03330826151692794
177,0.10016211088450012,0.10307962496745024,0.10329252000000004,0.03039266666666666,0.031146219452973217,0.030661039999999917,0.031827883102000014,0.03291144959150367,0.033911421474687904
178,0.10097244421600013,0.10394480489502164,0.104096744,0.030889666666666662,0.03166339420337745,0.031163679999999916,0.03242473484533335,0.03349898738643705,0.03454252178265593
179,0.10178277754750012,0.1047434826352668,0.104900968,0.031389999999999994,0.032198001734596436,0.03166631999999992,0.03302769769866668,0.034091697579393454,0.035134519915519934
180,0.10259311087900014,0.10557250683540123,0.105755456,0.031893333333333336,0.03272098728902694,0.03216895999999992,0.03363595684733335,0.034736718154211886,0.03577118907257591
181,0.1034116293956668,0.10638087225077002,0.10655968,0.032400000000000005,0.03320329612506542,0.03267159999999992,0.03424747525466668,0.0353894810349483,0.03640786627187191
182,0.10423014791233348,0.10719181673749668,0.10736390400000002,0.03291033333333334,0.03371465964370175,0.03317423999999993,0.03486266032800002,0.03594087977110536,0.0370445434711679
183,0.10504866642900017,0.10802148855824,0.108218392,0.03342500000000001,0.03426088878189795,0.03367687999999995,0.03548354910400002,0.0366097849340529,0.0376812206704639
184,0.10586718494566684,0.10883889101037007,0.10907288,0.033943333333333346,0.034778063108161936,0.03417951999999995,0.03611095639733335,0.03727803204910945,0.03831789786975989
185,0.1066857034623335,0.10966145955612272,0.109877104,0.03446500000000001,0.03526037168833372,0.034732423999999915,0.03674488220800002,0.03793402754527323,0.03895457506905589
186,0.10751240716416684,0.1105040433516524,0.11073159199999999,0.034990333333333346,0.035771734938440485,0.03523506399999994,0.03738451172133335,0.038574522368628766,0.039630354845567935
187,0.10833911086600018,0.11133177610909328,0.11158608,0.03552033333333335,0.03636445135161325,0.03578796799999992,0.038030252344666685,0.039232455683305203,0.04027819346764791
188,0.10916581456783353,0.1121504707494899,0.112390304,0.03605566666666668,0.03688743635042972,0.03634087199999992,0.03868169667066668,0.039858092437556614,0.04096513466694391
189,0.10999251826966686,0.11296270941510553,0.11324479039167258,0.03659466666666668,0.037329068075493514,0.036843511999999946,0.03933721507000002,0.04053152533288719,0.041607405244159935
190,0.11081103678633353,0.11381110404507355,0.114049016,0.03713666666666668,0.03801475934537425,0.037396415999999946,0.03999558532066668,0.04118299115315705,0.04228875306553589
191,0.1116295553030002,0.11463560993192036,0.11485324,0.037682666666666684,0.03853774413732707,0.03794931999999992,0.04065680742266668,0.04186673686933814,0.04297569426483189
192,0.11244807381966687,0.115467864606176,0.11569097169150486,0.03823300000000001,0.03900843039535082,0.03850222399999993,0.04132169619066668,0.04253048175257592,0.043662635464127894
193,0.11326659233633354,0.1163007648067782,0.11651195200000003,0.03878766666666668,0.039577902589638024,0.03905512799999992,0.04199106643933335,0.04321100582805239,0.044349576663423894
194,0.11408511085300023,0.11709556996629278,0.117316176,0.03934600000000001,0.04007764343375304,0.03960803199999992,0.042665325576000016,0.04388765484283998,0.04503651786271989
195,0.11491181455483356,0.1179123286773199,0.1181204,0.03990766666666668,0.04068198112344128,0.04016093599999996,0.04334569582266668,0.044581087879445896,0.04572345906201588
196,0.11573033307150025,0.11874845780768578,0.1189525467579478,0.040473000000000016,0.041292129669954686,0.04076410399999992,0.04403258458666668,0.04529132603872101,0.046410400261311886
197,0.1165488515881669,0.11956908915108903,0.119779112,0.041042666666666686,0.04194295469621143,0.04131700799999991,0.04472436223866668,0.04597507600782596,0.04709735030707195
198,0.11737555529000025,0.12039940814639352,0.120583336,0.04161700000000002,0.042448506215884446,0.04192017599999992,0.04542102877866668,0.046662696756774744,0.047834546659903894
199,0.11818588862150026,0.12119808732353797,0.12139872805777997,0.04219500000000002,0.04297730142524572,0.04247307999999992,0.04612217679933335,0.04740649377666684,0.048521487859199894
200,0.11900440713816693,0.12202130354486804,0.12221412182439073,0.04277633333333336,0.0436688027641394,0.043076247999999914,0.04682658407866668,0.048121230881860017,0.049258693058495895
201,0.11983111084000025,0.12281998162508947,0.123046272,0.043362333333333364,0.04427895092210209,0.043629151999999914,0.04753343580200002,0.04888376413573216,0.04999589825779189
202,0.12064144417150025,0.12363157921318979,0.12385049599999999,0.043952666666666695,0.044749636592071804,0.044232319999999915,0.04824232456200001,0.049603026833369264,0.050682839457087875
203,0.1214435923178336,0.12447739260344011,0.124704984,0.044546666666666686,0.045464381413239684,0.04483548799999993,0.04895406517333335,0.05036490185716093,0.05142004465638389
204,0.12224574046416692,0.1252857584142652,0.12552596089083368,0.045145000000000025,0.04605709655418333,0.04543865599999991,0.04966825022866668,0.05107190522016275,0.05215724985567994
205,0.1230397034253336,0.12612318016232818,0.12636369600000005,0.045747666666666686,0.046551025786091514,0.04604182399999992,0.05038528713533335,0.051818935182910614,0.052894455054976044
206,0.12384185157166695,0.1269547900357985,0.12716792000000002,0.046354333333333365,0.047265770356650645,0.04664499199999992,0.05110721293000002,0.0525394846192051,0.053631660254272115
207,0.12465218490316694,0.1277857546825809,0.127972144,0.046965000000000034,0.047817808780264405,0.047248159999999914,0.051833620205333344,0.053268441311965335,0.054368865453568206
208,0.1254461478643336,0.12862123883682977,0.128826632,0.04757900000000002,0.04843376737585272,0.047901591999999854,0.052564508961333335,0.05407160914341742,0.05510607065286427
209,0.12624011082550027,0.1294593063557608,0.12963085600000002,0.048196666666666686,0.04920662098795261,0.04850475999999992,0.05330110142000001,0.05469791458042408,0.05584327585216036
210,0.1270422589718336,0.13028898046060342,0.13043508,0.04881833333333336,0.04972960457484034,0.0491079279999999,0.05404217535933335,0.055455920349124554,0.05658048105145644
211,0.1278525923033336,0.13110896870158537,0.13128398125708166,0.049444000000000016,0.050514079865633915,0.0497613599999999,0.05478528633533335,0.05623716758621899,0.05736795025075252
212,0.12867111082000027,0.13191152652320562,0.13214405600000004,0.050073333333333366,0.05115909280359676,0.0503645279999999,0.05553002694066668,0.05694997500141146,0.058105155450048594
213,0.12948144415150026,0.13273603444140764,0.13294828,0.050707000000000016,0.051653021582768126,0.051017959999999904,0.05627761939733335,0.057687317358605224,0.058842360649344665
214,0.1302835922978336,0.13355860582891646,0.13378042655688746,0.05134600000000002,0.05242587476850453,0.0516713919999999,0.05702806370533335,0.05847436100610778,0.05962982984864076
215,0.1310939256293336,0.13442379361581572,0.13460699199999998,0.05198866666666669,0.0529256143711361,0.05232482399999991,0.057780137642666686,0.059234316668109445,0.06036703504793682
216,0.13191244414600026,0.1352321613953144,0.135411216,0.05263466666666669,0.053663601851784086,0.05297825599999986,0.058533433802000025,0.059985866646222956,0.06115450424723289
217,0.13273096266266693,0.13604182038561063,0.13621544000000002,0.053285333333333365,0.05438996740024656,0.053631687999999865,0.05928795218333335,0.06076581326248702,0.061891709446529004
218,0.1335494811793336,0.13687988925208913,0.1370420016232954,0.05394133333333336,0.054907139622231475,0.05428511999999988,0.060043692786666686,0.06150444213100622,0.06267917864582509
219,0.1343598145108336,0.1376856746381471,0.137874152,0.054601000000000025,0.055697425188703645,0.054938551999999904,0.060801470426666684,0.06232377585056098,0.06341638384512117
220,0.13516196265716693,0.13851470462629378,0.138678376,0.05526400000000002,0.05621459731215466,0.0555919839999999,0.061563322140000015,0.06310953978003728,0.06420385304441725
221,0.13597229598866692,0.1393301764972767,0.1394881829231012,0.055931000000000015,0.05697582812213226,0.05624541599999991,0.062329247926666685,0.06388434109453676,0.06494105824371332
222,0.1367826293201669,0.14011788538402595,0.14033708800000005,0.05660200000000003,0.05770219332482576,0.056949111999999906,0.06309680334266668,0.06461650281790904,0.06572852744300942
223,0.13757659228133354,0.14094885177514294,0.141141312,0.05727700000000002,0.05823098714810466,0.05760254399999991,0.06386354394400001,0.06543003554084732,0.06651599664230548
224,0.13836237005733354,0.1417882131747037,0.14194553599999998,0.05795566666666669,0.05909100339860268,0.05830623999999987,0.06462824750866668,0.06621386800757256,0.06725320184160156
225,0.13917270338883356,0.1425998127868704,0.14274975999999998,0.05863833333333336,0.05964885172735171,0.058959671999999914,0.06539172885133335,0.06697704405683065,0.06804067104089764
226,0.13999122190550026,0.14342496823201314,0.14360424800000002,0.059324666666666685,0.0603635948428189,0.05966336799999992,0.06615561760133334,0.06770986262787126,0.06881696032025829
227,0.14078518486666688,0.14425400057699106,0.14440847199999998,0.060014000000000026,0.06115969076168918,0.06036706399999987,0.06692154338800001,0.068538863044765,0.06956534543948978
228,0.14157914782783354,0.14506107847194616,0.145212696,0.06070733333333335,0.06181632456686477,0.06107075999999987,0.067690321026,0.06934400202867827,0.0703528146387859
229,0.14238129597416688,0.14588559070396695,0.14601692,0.061405666666666685,0.06253687842173404,0.06177445599999987,0.06846154310800001,0.0700361498337224,0.07114028383808198
230,0.14319162930566687,0.1466093811519158,0.146670352,0.06210833333333335,0.06317607937518031,0.06247815199999987,0.06923358000466667,0.07085484406139246,0.07187748903737805
231,0.1439692218965002,0.1471749813804225,0.14717299200000006,0.06281433333333335,0.06398379688286394,0.06318184799999987,0.07000398727200001,0.07161607240261836,0.07266495823667414
232,0.14465677745050018,0.14766504118615165,0.147625368,0.06352333333333335,0.06465786324208267,0.06388554399999986,0.07077235750266668,0.07240313175290444,0.07345242743597023
233,0.14522974041216685,0.14803113358827086,0.14791578012232484,0.06423566666666668,0.06529706405944281,0.06458923999999987,0.07153991291866668,0.07313789647761294,0.07418963263526629
234,0.1456635552260002,0.14827971175762908,0.14807774399999998,0.06495233333333335,0.06618613422426439,0.0652929359999999,0.07230746833466667,0.07389976438743336,0.07497710183456237
235,0.14597459226233353,0.1483694609331269,0.14812800800000006,0.06567300000000001,0.06675560396607971,0.06604689599999986,0.07307583856533335,0.07467133035739558,0.07576457103385845
236,0.1461792218915002,0.1483972229211675,0.14812800800000006,0.06639800000000001,0.06762724127267421,0.06675059199999987,0.07384583842533335,0.07546870442282604,0.07655204023315454
237,0.14626107374316688,0.1483959331634171,0.14812800800000006,0.06712800000000001,0.06826644192494094,0.06750455199999987,0.07461665310000001,0.07628868244696643,0.07728924543245062
238,0.14626925892833353,0.1483888308596916,0.14812800800000006,0.06786299999999999,0.06914970095626294,0.0682082479999999,0.07538746777466668,0.07703443311183769,0.07807671463174669
239,0.14626925892833353,0.14839141319964555,0.14812800800000006,0.06860166666666667,0.06981214519226647,0.06896220799999989,0.07615868985666667,0.07782278127706611,0.0788641838310428
240,0.14626925892833353,0.14838431025664728,0.14812800800000006,0.069344,0.07055013127906433,0.06971616799999984,0.07693031934600003,0.0785710851302669,0.07961254804045184
241,0.14626925892833353,0.1483868929104274,0.14812800800000006,0.07008966666666668,0.07134622646664207,0.07047012799999984,0.07770235624266668,0.07937428581622305,0.08038885822963496
242,0.14626925892833353,0.14838172791669718,0.14812800800000006,0.07083700000000001,0.07201448152101526,0.07122408799999984,0.07847439313933334,0.08013939401151086,0.08117632742893102
243,0.14626925892833353,0.14838495720448092,0.14812800800000006,0.07158666666666667,0.07282800937863702,0.07197804799999985,0.07924398559200001,0.08092192247439832,0.08191353262822712
244,0.14626925892833353,0.14839593252413144,0.14812800800000006,0.07233800000000001,0.07359504989764422,0.07273200799999985,0.08000991137866667,0.08167346812642413,0.0827010018275232
245,0.14626925892833353,0.14837979157146378,0.14812800800000006,0.07309066666666668,0.07440857768910183,0.07348596799999985,0.08077420753600001,0.08244956008780709,0.08343820702681927
246,0.14626925892833353,0.1483972241764823,0.14812800800000006,0.07384466666666667,0.0750884544632057,0.07423992799999986,0.08153850369333335,0.08320432902386064,0.08422567622611536
247,0.14626925892833353,0.14837979124600684,0.14812800800000006,0.07459900000000001,0.07590198220197657,0.07499388799999988,0.08230198503600003,0.08399590799359503,0.08496288142541143
248,0.14626925892833353,0.14839916051010293,0.14812800800000006,0.07535266666666668,0.07659929167259878,0.07579811199999985,0.08306465156400003,0.08472485700793272,0.08575035062470751
249,0.14626925892833353,0.1483952861923321,0.14812800800000006,0.07610600000000001,0.07746511757606747,0.07655207199999986,0.08382731809200003,0.08545831027408758,0.08648755582400358
250,0.14626925892833353,0.1483856022228204,0.14812800800000006,0.07685766666666667,0.07809850698138901,0.07730603199999996,0.08458876239800002,0.08627958306596069,0.08722476102329971
251,0.14626925892833353,0.1483972241764823,0.14812800800000006,0.07760566666666667,0.07887716917208915,0.07805999200000004,0.08534654003800002,0.0870014401869339,0.08796196622259576
252,0.14626925892833353,0.14838818521368824,0.14812800800000006,0.07835066666666668,0.07957447858538984,0.0788139520000001,0.08610024360466667,0.08774200980353476,0.08869917142189185
253,0.14626925892833353,0.14836300565871252,0.14812800800000006,0.079093,0.0803066534599864,0.07951764800000023,0.08685109532000003,0.08844900788921327,0.08943637662118795
254,0.14626925892833353,0.14835654969846496,0.14812800800000006,0.079831,0.08116666838254465,0.08027160800000033,0.08759828036933334,0.08923670398603406,0.090173581820484
255,0.14626925892833353,0.14847664593696655,0.14812800800000006,0.080565,0.08182330139279126,0.0810255680000003,0.08834016912333334,0.08994691860724621,0.09091078701978009
256,0.14626925892833353,0.14838172721928197,0.14812800800000006,0.08129566666666667,0.0825903417201046,0.0817292640000005,0.089077983804,0.09068620487016657,0.09164799221907616
257,0.14626925892833353,0.1483894789351418,0.14807774399999998,0.08202233333333334,0.08327021837275618,0.08248322400000044,0.08981335404066668,0.09142870761177202,0.09238519741837224
258,0.14626925892833353,0.1483462204783889,0.147826424,0.08274433333333334,0.08405469143446798,0.0831869200000005,0.090547094648,0.09213376225224958,0.09312240261766834
259,0.14622014781733353,0.14803112647477173,0.14752484000000005,0.08346133333333333,0.08472294626744263,0.08389061600000076,0.09128083525533334,0.09287109175068628,0.09385403454464294
260,0.14604825892883352,0.14759143825760845,0.14702220000000002,0.08417366666666666,0.0854318774860488,0.08459431200000084,0.09201416845533336,0.09360069471509783,0.09454654901626047
261,0.14574540707766687,0.1470852336477432,0.146469296,0.084881,0.08614080871112116,0.08529800800000072,0.09274505721133336,0.09431156165064336,0.09528375421555658
262,0.1453197774490002,0.14637694400667461,0.14575443264621807,0.08558333333333333,0.08679163082668323,0.08600170400000078,0.09347227930133334,0.09500953029375028,0.09597069541485266
263,0.14477137004283355,0.14565444333606023,0.14493903887961626,0.08628266666666666,0.0875761039238098,0.08670540000000083,0.09419501991066667,0.09575460632817466,0.09670790061414876
264,0.14410837004433355,0.14477827879208383,0.1441236451130143,0.08697899999999999,0.08820368241209069,0.08735883200000123,0.09491205681733332,0.09647838377183861,0.09739484181344482
265,0.14333077745350026,0.14401446129448447,0.14330266400000002,0.08767033333333332,0.08893004641674225,0.08806252800000099,0.09562379742866667,0.0972041145567541,0.0980817830127409
266,0.1425040737516669,0.14316541225412313,0.14249844,0.08835633333333333,0.08959249040332119,0.08876622400000105,0.09633227878133334,0.09786010217537972,0.098768724212037
267,0.14167737004983358,0.14232798641852745,0.14169421599999998,0.089039,0.09024331258042251,0.08941965600000112,0.09703709346799999,0.09858580844569156,0.09949477160755536
268,0.1408588515331669,0.14153770127061224,0.14086207004660634,0.08971799999999999,0.09089413477370041,0.09012335200000114,0.097738648896,0.09933671874572457,0.10018729774041944
269,0.14005670338683354,0.14072286692551605,0.140085768,0.09039233333333332,0.0916263097622806,0.09077678400000128,0.09843816728733333,0.10002175413305205,0.10087981180992521
270,0.13924637005533358,0.13984219162223896,0.13928154400000006,0.09106433333333333,0.09229456473339942,0.09148048000000134,0.09913442642,0.10075005411289951,0.10152208600614754
271,0.1384278515386669,0.13911646080840714,0.13847732,0.09173466666666666,0.09293376516100556,0.09213391200000137,0.09982579666466668,0.10140733739420889,0.10220343020851737
272,0.13760933302200026,0.13829776233799285,0.13762283200000006,0.092401,0.09358458743655353,0.09278734400000192,0.10051268542866668,0.10213175512706266,0.10289037140781347
273,0.13679081450533356,0.13744290845213103,0.136818608,0.093063,0.09420635516827598,0.09344077600000202,0.10119672234133334,0.10280324437899029,0.10354940040473973
274,0.1359722959886669,0.13660096367259025,0.13601438400000002,0.09372166666666666,0.09499082850738264,0.09414447200000158,0.10187749999533334,0.10345083169890623,0.10421398980640564
275,0.13515377747200022,0.13573900393587587,0.1352045776803926,0.094376,0.09558935263656719,0.09479790400000164,0.10255257394666667,0.10413071038402695,0.10488418867046781
276,0.13433525895533355,0.13494419573979985,0.13435567199999998,0.095025,0.09623436410339029,0.09540107200000227,0.10322194419533334,0.10478993376780685,0.10553760820499779
277,0.13352492562383356,0.13415261639718443,0.13355144800000002,0.09567033333333333,0.09686775377020315,0.09605450400000236,0.103886425556,0.1054401037894991,0.10617428540429387
278,0.13272277747750022,0.1333216507998548,0.13274722400000002,0.09631266666666666,0.09756506352908259,0.09670793600000184,0.104546425436,0.10609158229409954,0.10681097506905995
279,0.13192062933116688,0.13249262052380512,0.13189273861398462,0.09695066666666666,0.09816358776847581,0.09736136800000192,0.10520235124266668,0.10672755508401376,0.10745323720192401
280,0.1311102959996669,0.13166552999355535,0.13108851200000002,0.09758433333333333,0.09879697752873043,0.09796453600000264,0.105854202976,0.1073693402863063,0.10809549933478806
281,0.13030814785333356,0.1308423124944607,0.130284288,0.098214,0.09940131274392912,0.09861796800000205,0.106501980636,0.10800854725924632,0.10873776146765214
282,0.12950599970700022,0.130045567996494,0.129480064,0.09883966666666666,0.10006956806674915,0.09922113600000211,0.107144869408,0.10869486268458045,0.10938002360051617
283,0.12869566637550026,0.12920039612964387,0.1286311635475769,0.09946133333333332,0.10071457976423076,0.09987456800000218,0.10778246188466667,0.10930631666669528,0.10999434860007036
284,0.1278935182291669,0.12837072365123026,0.12782135200000005,0.10007866666666666,0.10135959150053073,0.10047773600000225,0.10841516547333337,0.10990807571091021,0.11061428386624429
285,0.1270831848976669,0.12751909738937553,0.1270003760143729,0.100692,0.10195811594044207,0.1010809040000023,0.10904379498866668,0.11052467618334942,0.11121743899866253
286,0.12625648119583358,0.12670427429729164,0.12618498224777094,0.10130166666666664,0.1025624513335419,0.10168407200000237,0.10966753561600004,0.11116385117389922,0.11184854413197241
287,0.12542977749400025,0.1258758928783726,0.125358416,0.10190699999999997,0.10316097584648574,0.10228724000000247,0.11028597994800003,0.11179597845608973,0.1124405293972547
288,0.12461125897733358,0.12507850138382975,0.124554192,0.102508,0.1037130130523143,0.10289040800000249,0.11089994279933336,0.11240031600444164,0.11303254039770051
289,0.12380092564583355,0.12420750748738194,0.12374996800000004,0.10310466666666664,0.10428829396535336,0.10349357600000257,0.1115090167626667,0.11297688584687889,0.11362453853056456
290,0.12299059231433355,0.12339268499741839,0.12289548,0.10369799999999997,0.10493330594232579,0.1040464800000026,0.11211238702333336,0.11357475050766049,0.11421653666342862
291,0.1221720737976669,0.12260627359065489,0.122091256,0.10428766666666664,0.1055143978545829,0.10464964800000268,0.11270923876666668,0.11422492844044732,0.114786182194439
292,0.12136174046616688,0.12175077213681262,0.12128703200000003,0.10487233333333333,0.10605481336889178,0.10525281600000183,0.11329997940000006,0.11476664632508352,0.11535026892915673
293,0.12055959231983356,0.1209482195242231,0.120432544,0.10545266666666664,0.10669982548084436,0.10580572000000284,0.11388542373800002,0.11535161290117088,0.11594226706202078
294,0.11975744417350022,0.1201153175728795,0.11962832000000002,0.10602933333333332,0.10727510659743367,0.10640888800000191,0.11446557178066667,0.11597016135451022,0.11649515779232728
295,0.11895529602716688,0.11929210453312487,0.11882409600000003,0.106602,0.107745791178795,0.10696179200000293,0.11504001612066668,0.11651185071817152,0.11707599932774888
296,0.11815314788083355,0.11847857143513796,0.118019872,0.107171,0.10836755974419911,0.10751469600000303,0.11560916416533334,0.11706454668404222,0.11761773346061295
297,0.11735918491966688,0.1176534209017557,0.11716538681514942,0.10773666666666666,0.10895446282993128,0.1080676000000031,0.116174645544,0.11763271260932834,0.11815946759347702
298,0.11658159232883356,0.11687410991247282,0.11636116,0.10829866666666667,0.10945420212811965,0.1086707680000021,0.11673605284933332,0.11814862001165169,0.11870120172634105
299,0.1158039997380002,0.11604766791774215,0.115556936,0.10885733333333332,0.11012245822087392,0.10922367200000321,0.11729216385933333,0.118721290219415,0.1192429358592051
300,0.1150182219620002,0.11521412182220939,0.11475271200000002,0.10941233333333332,0.110662874064197,0.10977657600000328,0.117842978574,0.11924880894462435,0.11978466999206917
301,0.11422425900083355,0.11440769548548946,0.113898224,0.10996199999999999,0.11112193701825522,0.11032948000000337,0.11838890440066667,0.11981635714377004,0.1203264041249332
302,0.11341392566933353,0.11353540731561808,0.113094,0.11050733333333332,0.11174370587930058,0.11088238400000228,0.118929533932,0.12030899192724784,0.1208178742577973
303,0.1126117775230002,0.11272123570145397,0.112289776,0.11104933333333332,0.11223182353077822,0.11143528800000232,0.119463644946,0.12086038329202575,0.12135960839066132
304,0.11181781456183353,0.1118941446220376,0.11143528800000001,0.11158733333333333,0.11280129417056335,0.11193792800000356,0.11999083003533335,0.1213639865248671,0.12185107852352536
305,0.1110156664155002,0.1110696419027078,0.11063106400000003,0.112121,0.1133475211585702,0.11249083200000362,0.12051190401466667,0.12185856463677223,0.12234254865638941
306,0.11021351826916684,0.11025417366380304,0.10982684000000004,0.11265066666666665,0.11383563893284807,0.11299347200000368,0.12102808910599999,0.12234539175490888,0.1228842827892535
307,0.10941137012283353,0.10941998426346175,0.108972352,0.113177,0.11432956767239294,0.11354637600000249,0.12153979271666668,0.12294842183558151,0.12337575292211754
308,0.10860922197650018,0.10859806083843282,0.10816812800000003,0.11369966666666667,0.11489322757731411,0.11404901600000382,0.12204701484666668,0.12336618087688464,0.12386722305498159
309,0.10780707383016684,0.10776903730310385,0.10736390400000002,0.11421766666666668,0.11541040011430957,0.11455165600000389,0.12254975549600003,0.12386592930265787,0.12435869318784565
310,0.10699674049866684,0.10694194838172036,0.10655968,0.11473066666666668,0.11589270712813361,0.11510456000000263,0.12304719985,0.12438181294351068,0.1247998993207097
