l1,case 1 - const vel (T=0.049111111),case 1 - const vel (T=0.049111111),case 1 - const vel (T=0.049111111),case2 - const acc (T=0.002),case2 - const acc (T=0.002),case2 - const acc (T=0.002),case3 - smooth (T=0.002444444),case3 - smooth (T=0.002444444),case3 - smooth (T=0.002444444)
311,0.10617822198200016,0.10612454481545566,0.10570519199999999,0.11523966666666667,0.11642150161129723,0.1156072000000027,0.12354016272333335,0.12486347988427011,0.12529136945357375
312,0.10536788865050016,0.10530004238679272,0.104850704,0.11574533333333335,0.11696191800208178,0.11610984000000274,0.124028644116,0.12532641152563365,0.12573257558643783
313,0.10456574050416682,0.1045123388177842,0.10404648,0.116248,0.11738030492109705,0.11661248000000277,0.12451101439866667,0.12582873004267392,0.12622404571930188
314,0.10375540717266682,0.10367427526491362,0.10320316478291598,0.11674633333333335,0.1179032886144696,0.11711512000000282,0.124986866164,0.12626454398550668,0.12666525185216593
315,0.10293688865600016,0.10283943965987444,0.102387768,0.11723966666666667,0.11838559584289476,0.11756749600000428,0.12545538459733335,0.12672814077689595,0.12710645798502998
316,0.10211837013933348,0.10202849470203917,0.101583544,0.117729,0.11885628125217705,0.11807013600000438,0.12591779192066668,0.1272194815630982,0.127547664117894
317,0.10129166643750014,0.10120657238379109,0.10075698348311005,0.11821533333333335,0.11934439949858022,0.11857277600000293,0.12637490294866668,0.12766692236469446,0.12798887025075809
318,0.1004649627356668,0.10038206917716799,0.09992483199999999,0.11869766666666667,0.11978603033221775,0.1190251520000045,0.12682549545933336,0.12809951792816734,0.12843007638362214
319,0.09963825903383346,0.09952786369907904,0.099120608,0.11917566666666668,0.12030901426304537,0.11952779200000306,0.12726916204533334,0.12850948423597636,0.1288712825164862
320,0.09881155533200013,0.09869819367710564,0.098316384,0.11964933333333334,0.12075064517978062,0.11998016800000462,0.1277059027066667,0.1289847214290462,0.12926222464935025
321,0.09799303681533343,0.09785690018482121,0.097461896,0.12011766666666668,0.12121551987086476,0.1204325440000047,0.12813653225800006,0.12940247690642417,0.12969227539110717
322,0.09717451829866676,0.09700915526222834,0.0966800146501001,0.12058266666666667,0.12173850395033584,0.12093518400000317,0.12856186551400006,0.12980728447895795,0.13009437291507836
323,0.09634781459683343,0.09620918477606114,0.095853448,0.12104533333333335,0.12219175686430887,0.12138756000000323,0.12898230988200005,0.13022438944720857,0.1304853295239712
324,0.0955211108950001,0.09537757926617754,0.095049224,0.121504,0.12257527859384226,0.12183993600000326,0.1293974579546667,0.1306266242938036,0.13088185659040322
325,0.09470259237833342,0.09453241415033949,0.09419473600000003,0.12195766666666667,0.12302272065038612,0.1222923120000033,0.1298056801026667,0.13104308205446322,0.13127838365683525
326,0.09388407386166676,0.09373373423353075,0.093340248,0.12240666666666668,0.12347016274911805,0.12274468800000335,0.1302065689186667,0.13141951228621357,0.1316581414465346
327,0.09306555534500008,0.09289115311437098,0.09253602400000002,0.12285233333333336,0.12384787364487179,0.12319706400000338,0.1306013466246667,0.13176108197949904,0.1320490835793986
328,0.09225522201350007,0.09207504311042707,0.0917318,0.12329466666666668,0.12439991270162273,0.12359917600000518,0.13099205025733335,0.13218589307672265,0.1324177008561314
329,0.09145307386716674,0.09126797233802464,0.09087731199999999,0.12373333333333335,0.1247369471057196,0.12405155200000348,0.13137827240933336,0.13259073426528648,0.13278070384512675
330,0.0906509257208334,0.09042280740206207,0.09012335199999998,0.12416766666666668,0.12521344406449014,0.12450392800000352,0.13175838345133334,0.1329490862710413,0.13312138197799078
331,0.0898405923893334,0.08963639683630692,0.08931912800000001,0.124597,0.12564345355838946,0.12490604000000362,0.13213238338333333,0.13327064932369492,0.13350675405542745
332,0.08902207387266672,0.08883126311503145,0.08846464,0.12502200000000002,0.12607346309380654,0.12530815200000542,0.13249945739066665,0.13367480247208272,0.13385300224371888
333,0.08821174054116672,0.08799190916217436,0.08766041600000002,0.12544366666666668,0.12646860702817778,0.12576052800000365,0.13286001288066665,0.13402280867000274,0.134193680376583
334,0.08740140720966671,0.08717579887487328,0.08685619200000003,0.12586266666666668,0.126892805703386,0.12616264000000374,0.13321649429733332,0.13440761756557026,0.134534358509447
335,0.08658288869300004,0.08634806766194725,0.08602963168427463,0.12627766666666668,0.1272763278290839,0.1265647520000038,0.1335697164553333,0.13472464755017283,0.13487503664231104
336,0.08576437017633337,0.08551775295265145,0.08519747999999999,0.12668766666666667,0.12777025789000696,0.12696686400000382,0.13391845713266665,0.1350306996490202,0.13518780538758754
337,0.0849458516596667,0.08472165717647238,0.08439325600000001,0.12709333333333336,0.12809567066741498,0.12736897600000383,0.13426149410733332,0.1353567534476641,0.13550612890803918
338,0.08412733314300003,0.08390942042521192,0.08358903200000001,0.127495,0.12850824761779323,0.1277710880000039,0.13459841997199998,0.13568861297676152,0.1358300675204516
339,0.08330881462633337,0.083082333566996,0.08273454400000001,0.12789266666666665,0.12892082460895551,0.12817320000000393,0.1349288273193333,0.13602307956266435,0.13613722117376728
340,0.08249029610966667,0.0822655799046426,0.08193032000000001,0.1282863333333333,0.1293334016412714,0.128575312000004,0.13525271614933332,0.13632911963827427,0.13647232965331565
341,0.08166359240783334,0.08146496228021079,0.081126096,0.12867666666666666,0.1297459787151101,0.128977424000002,0.13557090127666666,0.13662095516131678,0.13676832871974767
342,0.08084507389116667,0.0806197965633398,0.0802716113180609,0.12906299999999996,0.1301236901574618,0.12932927200000405,0.13588460492333332,0.13695735544223572,0.13706432778617972
343,0.08005111092999999,0.07978109192092753,0.079467384,0.1294443333333333,0.13045491406679888,0.1297313840000041,0.13619464190400002,0.13731309387566445,0.13736032685261176
344,0.0792407775985,0.0789565862983891,0.07866316000000001,0.1298213333333333,0.13085586936215715,0.13008323200000418,0.13650060481133333,0.13756429345655047,0.13763955583808754
345,0.07842225908183333,0.07812175332294868,0.077808672,0.13019466666666665,0.13123939185648442,0.1304853440000021,0.136800864016,0.13784901261171228,0.1379020609854758
346,0.07761192575033332,0.07730305856830465,0.07695977225165296,0.13056499999999996,0.13160548154500484,0.13083719200000424,0.13709501211066666,0.1381556948877814,0.13819806005190782
347,0.07679340723366665,0.07649469840827053,0.07620022400000001,0.1309323333333333,0.13196576031957138,0.13118904000000428,0.137382641688,0.13844880037491555,0.13849405911833984
348,0.07598307390216665,0.0756327445868632,0.075396,0.13129566666666662,0.132296984383773,0.13159115200000215,0.13766416015533334,0.1387103381987738,0.13873979418477186
349,0.07517274057066664,0.07481663604806328,0.07459177600000001,0.1316546666666666,0.13270956176674054,0.1319430000000022,0.13794160454933332,0.13896730993098894,0.13898552925120392
350,0.07436240723916664,0.07400181742148365,0.07373728800000001,0.1320096666666666,0.13307565159455212,0.13229484800000443,0.13821497486999998,0.1392087731603242,0.139281528317636
351,0.07355207390766663,0.07317860106368368,0.072933064,0.13236099999999995,0.13337782100284667,0.13264669600000223,0.1384854933393333,0.13949028907902924,0.13952726338406796
352,0.07274174057616663,0.07237928137836024,0.07212884,0.13270899999999994,0.1337148561406733,0.13299854400000224,0.1387531599573333,0.13978274868791637,0.1397729984505
353,0.07193959242983329,0.07158253965680354,0.07130227988543922,0.1330536666666666,0.13406351321172164,0.13335039200000226,0.1390159376873333,0.13997454666545994,0.14001873351693203
354,0.07114562946866662,0.07075286844737104,0.07047012799999999,0.13339499999999993,0.1344179812674568,0.13365197600000459,0.13927219689999998,0.14023214407934984,0.14026446858336408
355,0.07035985169266662,0.06993030315149694,0.069665904,0.13373233333333326,0.13478407126236447,0.13400382400000463,0.1395207153733333,0.14046846195553717,0.14045993964979606
356,0.06957407391666663,0.06913808089343383,0.06886168,0.13406466666666658,0.13506880795032128,0.1343556720000023,0.1397627153293333,0.14069573143621075,0.1407056747162281
357,0.06878011095549995,0.06828710377815227,0.06800719200000001,0.13439233333333325,0.13543489801036268,0.13465725600000478,0.13999901158266662,0.1409372183598369,0.14094025599999999
358,0.06799433317949995,0.06746130959116871,0.06720296800000003,0.13471599999999992,0.13570801284114686,0.13495884000000474,0.1402312337626666,0.14112899302104837,0.14114688084909213
359,0.06721674058866661,0.06661614280099255,0.06639874400000001,0.13503499999999993,0.1360159934198442,0.1353106880000024,0.14046060409133326,0.14133427860281572,0.1413423519155242
360,0.06642277762749994,0.06580584428169246,0.06559452,0.1353506666666666,0.13634140689025298,0.1356122720000024,0.14068630775399993,0.14160222665894787,0.1415880869819562
361,0.06561244429599994,0.06499618804120554,0.064740032,0.13566333333333325,0.1366784423016693,0.13591385600000483,0.14090793734333326,0.14183403806822228,0.14178355804838824
362,0.06479392577933328,0.06417362191487068,0.06393580800000001,0.13597166666666655,0.13700385583280686,0.13621544000000496,0.14112549285933326,0.14201547298394246,0.14197902911482024
363,0.06399177763299993,0.06335622051118507,0.06313158399999999,0.1362759999999999,0.13724210504433046,0.13651702400000496,0.14133815948733328,0.1422194930400191,0.14217450018125227
364,0.06319781467183326,0.06251169903043012,0.062277096,0.13657633333333324,0.13754427479934112,0.13681860800000503,0.14154430759799996,0.14243451745074298,0.14236997124768433
365,0.06238748134033326,0.06169042354100521,0.06147287200000001,0.1368719999999999,0.13785225553815764,0.13712019200000253,0.14174352978399993,0.14261787629511846,0.14254870400000005
366,0.061560777638499924,0.06084590382278029,0.06066864800000001,0.13716299999999992,0.13814861438816084,0.13742177600000255,0.14193704826733325,0.14280318716976176,0.14271064938054837
367,0.06074225912183327,0.06002850116594501,0.05983650315301176,0.13745033333333326,0.13843916230507491,0.13767309600000516,0.14212608526999992,0.1429633399168373,0.14290612044698037
368,0.059931925790333275,0.0592033495658837,0.05900993600000001,0.13773433333333324,0.13874133216480372,0.1379746800000026,0.14231064079199993,0.1430904787095993,0.14305134400000002
369,0.0591134072736666,0.0583743244134692,0.058205712000000014,0.13801433333333327,0.13900863629381766,0.13827626400000265,0.14249071483333325,0.1433306918628069,0.14324679857984446
370,0.05829488875699994,0.057541422787217716,0.057390321853205785,0.1382906666666666,0.13922945276411114,0.13852758400000265,0.14266752961599993,0.14353083785434367,0.14339200564627647
371,0.05746818505516661,0.05674726736741672,0.056547,0.1385636666666666,0.13950256789207288,0.13877890400000534,0.1428418999546666,0.14367291043903854,0.14355398400000002
372,0.05664148135333327,0.055935671281549894,0.055742776000000015,0.13883266666666658,0.13975825015963525,0.1390804880000027,0.14301219621999992,0.1438439939405031,0.143704776
373,0.05583114802183328,0.055115039301718245,0.054888288,0.13909733333333324,0.1400255543693372,0.13933180800000272,0.1431771961899999,0.1440015395680895,0.14385556800000002
374,0.05501262950516661,0.054291183357167004,0.05403380000000001,0.13935733333333325,0.14032191340951886,0.1395831280000028,0.14333689986466658,0.14415519775855432,0.14400636
375,0.05417774061816661,0.05349831399710529,0.053229576,0.1396129999999999,0.14053110804207075,0.13983444800000275,0.14349130724399992,0.1443075781011517,0.14415715199999998
376,0.053359222101499945,0.052658311470259414,0.052425352,0.13986433333333326,0.14076354653823198,0.14008576800000277,0.14364082573533324,0.1444044604862196,0.14426324804486865
377,0.05254070358483328,0.05190677246892483,0.051621127999999995,0.1401119999999999,0.1410076069768812,0.14033708800000286,0.14378545533866655,0.1445535699160145,0.14440847199999998
378,0.05170581469783328,0.05106870372989279,0.05076664372026346,0.1403569999999999,0.14119355779949044,0.14058840800000288,0.14392560346133326,0.14467495651751275,0.14455366217773274
379,0.05087911099599995,0.050214490394248884,0.049962415999999996,0.1405979999999999,0.14148991694492316,0.14083972800000286,0.14406249232533325,0.1448266951687154,0.14465979199999998
380,0.05005240729416662,0.04934997584147083,0.049158192,0.14083433333333326,0.14171654454496904,0.14104078400000292,0.14419612193066658,0.1449687391298761,0.14479381231059674
381,0.04922570359233328,0.04854610260020822,0.048303704,0.14106666666666656,0.14195479409034262,0.14129210400000294,0.14432649227733324,0.14508688569016348,0.14488875537702878
382,0.048415370260833285,0.04762735002510169,0.04749948,0.1412949999999999,0.1421988546185018,0.1414931600000029,0.14445278855066654,0.1452160261933265,0.14501164000000002
383,0.04761322211449996,0.046903550679014604,0.046695256,0.14151933333333322,0.14240804937169807,0.14174448000000295,0.14457338112133322,0.14531352331471237,0.145112168
384,0.04681107396816663,0.04604095866953792,0.0458742811205463,0.1417389999999999,0.14259400027492042,0.14194553600000295,0.14468867739666655,0.14542909507015464,0.145212696
385,0.046008925821833295,0.04522161661867902,0.045036544000000005,0.14195399999999989,0.1428148169865842,0.14214659200000296,0.1447990847839999,0.14551820255021014,0.14531322400000002
386,0.0451985924903333,0.04442229139471237,0.04423232,0.14216466666666655,0.14298914598032114,0.142397912000003,0.1449046032833332,0.14564733921322975,0.14541375199999998
387,0.04438007397366663,0.0436119852557475,0.043377832000000005,0.14237166666666656,0.14319252981848193,0.14259896800000305,0.14500686252399989,0.14570995261972283,0.14550867777562093
388,0.0435779258273333,0.04278748465263387,0.042523344000000005,0.1425749999999999,0.14341915753929863,0.1428000240000031,0.14510708472799988,0.14580295411007285,0.14560362084205297
389,0.04278396286616663,0.04194101514532769,0.041719120000000005,0.14277433333333325,0.1436109194696732,0.14300108000000308,0.14520526989533322,0.1459127069160675,0.14566507199999998
390,0.041973629534666636,0.04113910929104662,0.040914896,0.14297033333333325,0.14381430334804274,0.1431518720000031,0.14530060321133326,0.14602310734732904,0.1457656
391,0.04116329620316664,0.04033009540018083,0.040110672,0.1431619999999999,0.14400606530263466,0.14335292800000313,0.14539226986133322,0.14607992773332645,0.145866128
392,0.04035296287166664,0.03947137428570651,0.039256184000000006,0.14334933333333325,0.14418039436251198,0.14355398400000316,0.14548026984533322,0.14618452723932684,0.145916392
393,0.039542629540166636,0.038774698246403914,0.03845196,0.1435336666666666,0.1443663453705031,0.14375504000000322,0.14556501057066654,0.14625813287911138,0.14601692
394,0.03874048139383331,0.037928889539721504,0.037647736,0.14371433333333325,0.14451743057272115,0.14390583200000318,0.14564730685199986,0.14633755558359146,0.14607275124064514
395,0.037930148062333316,0.03701333638912657,0.036843512,0.14388966666666658,0.14466851578233147,0.1441068880000032,0.14572756609666654,0.14641373372173108,0.14616769430707716
396,0.03710344436049998,0.03622240798292564,0.03598902792111233,0.14406033333333326,0.14486608875992718,0.14425768000000322,0.14580578830466653,0.1464989755854934,0.14621797600000006
397,0.03627674065866665,0.03542372578394841,0.03518480000000001,0.1442276666666666,0.14502298495707452,0.144458736,0.14588197347599988,0.14655836847520695,0.14630731643994122
398,0.03545822214199998,0.03459017878619099,0.034380576,0.14439166666666658,0.14518569213297522,0.14460952800000326,0.14595612161066654,0.14664359402591323,0.146368768
399,0.03463970362533332,0.03375340016589296,0.033542846621253924,0.14455199999999993,0.14537745417284154,0.1447603200000033,0.14602864011599986,0.14674171845335837,0.146419032
400,0.033821185108666656,0.03292889206799258,0.032721863999999996,0.1447076666666666,0.1454936735968217,0.14491111200000328,0.14609952899199988,0.146777256695628,0.1464916176392373
401,0.03300266659199999,0.03209728415623692,0.03191764,0.1448586666666666,0.1456447588546361,0.14506190400000335,0.14616797342399987,0.14681728166115196,0.14656982400000002
402,0.032184148075333326,0.03127922757265691,0.03116368,0.14500599999999994,0.1457435453734331,0.14521269600000336,0.14623275118999987,0.146916722163636,0.146620088
403,0.03137381474383333,0.03041920437638289,0.030309192000000002,0.1451496666666666,0.14589463064370614,0.145363488,0.14629386228999988,0.14697288662384003,0.146670352
404,0.030571666597499995,0.029588882464522927,0.029504968000000006,0.1452896666666666,0.1460631488386967,0.14546401600000342,0.14635334376066655,0.14700064183598094,0.146720616
405,0.02976951845116666,0.028785685067114906,0.028700744,0.14542533333333327,0.14617355731639167,0.14561480800000343,0.14641201041666654,0.14708071664453604,0.14677088
406,0.028967370304833324,0.027945678913705696,0.027846256,0.1455566666666666,0.14631302066242846,0.1457656,0.14646986225799988,0.147162699221499,0.146821144
407,0.028173407343666662,0.027146346063973006,0.027042032000000004,0.14568433333333328,0.14639437428394478,0.14586612800000348,0.14652567706266653,0.14719563643017589,0.14687140800000004
408,0.0273794443825,0.026352182596109306,0.026237808000000005,0.14580799999999994,0.14651640472036073,0.1459666560000035,0.14657823260866654,0.14722341047193238,0.14692167200000006
409,0.02658548142133333,0.025538649608471922,0.025433584,0.14592733333333327,0.14667330100306705,0.146117448,0.1466267140813332,0.14729054266493674,0.14694399323712554
410,0.02579151846016666,0.024721238683349574,0.024579096,0.14604299999999992,0.14677789852945705,0.14621797600000358,0.1466707140733332,0.14732542115900624,0.146971936
411,0.02498937031383333,0.023923200124960294,0.023774872,0.14615533333333325,0.14688249605951895,0.14631850400000357,0.14671267702866655,0.14736286754664119,0.14702220000000002
412,0.024195407352666662,0.023118057996454278,0.022970648,0.14626299999999992,0.146992904567466,0.14641903200000358,0.14675382516933322,0.14740483357171746,0.147072464
413,0.023409629576666667,0.02230581770512067,0.022127333888580906,0.14636633333333327,0.14712655697731392,0.14656982400000002,0.14679415849533325,0.14746746296031973,0.147072464
414,0.02260748143033333,0.021434812076854017,0.021311936,0.14646633333333325,0.14723696549434948,0.146670352,0.1468340844139999,0.14749781982044116,0.147122728
415,0.02178896291366667,0.020652918630629492,0.020507712,0.14656233333333327,0.1472834532922285,0.14672061600000363,0.14687278811066656,0.1475229921751689,0.14716180363571774
416,0.020986814767333332,0.01981871369031484,0.019703488,0.14665399999999992,0.14738805084012985,0.14682114400000365,0.14690904736333324,0.14753461626429054,0.14717299200000006
417,0.02019285180616667,0.018968381668815013,0.0188657588221028,0.14674133333333325,0.1474519715656744,0.14692167200000006,0.1469416399499999,0.1475862586351749,0.14722325600000002
418,0.019398888845000004,0.018156778850397855,0.018044776,0.14682499999999993,0.14755075814423932,0.14702220000000002,0.14697015846333322,0.14760046967783408,0.14722325600000002
419,0.018613111069,0.017333557686674085,0.017240552,0.14690533333333325,0.1476379227751388,0.14707246400000373,0.1469958251253332,0.14763921382250855,0.14727352
420,0.01781096292266667,0.016514210828628813,0.016436328,0.14698133333333324,0.1477425203356314,0.14717299200000006,0.1470198621579999,0.14765987723328303,0.14727352
421,0.016992444406000003,0.015709711814667605,0.01558184,0.14705333333333326,0.14777157521420906,0.14722325600000002,0.14704349178333326,0.1477205544649399,0.147323784
422,0.016182111074500002,0.014879386530593609,0.014777616,0.14712166666666654,0.1478413069239684,0.1472735200000038,0.14706712140866654,0.14772508930385855,0.147323784
423,0.015371777743,0.014083931344412786,0.013973392,0.14718533333333322,0.14795752644391658,0.147374048,0.1470907510339999,0.14772637845720227,0.147323784
424,0.014545074041166669,0.013249727135437402,0.013118904000000002,0.14724466666666655,0.1479284715634997,0.147424312,0.14711356584466656,0.14774381575430418,0.147374048
425,0.013718370339333336,0.012432962862563124,0.012314680000000005,0.14730033333333326,0.14802144718186305,0.14747457600000002,0.1471347510259999,0.147769626993087,0.147374048
426,0.012891666637500005,0.011627815858446546,0.011460192,0.1473519999999999,0.14804469108691684,0.14752484000000005,0.1471543065779999,0.14777997076248345,0.147424312
427,0.012064962935666671,0.010784581047881759,0.010655968,0.1473999999999999,0.14809698987396103,0.14757510400000004,0.14717182509333324,0.14782128666153127,0.147424312
428,0.011246444419000004,0.009938109232778942,0.00980148,0.14744399999999988,0.1481492886619416,0.147625368,0.14718771397933322,0.14783937185976867,0.147424312
429,0.010419740717166672,0.009129092515084833,0.008997256,0.14748366666666654,0.14820158745086115,0.147625368,0.1472031954579999,0.14783934754679384,0.14747457600000002
430,0.009593037015333341,0.00832523524369114,0.008193032000000001,0.1475193333333332,0.14822483135735348,0.147675632,0.14721867693666654,0.14787165285411674,0.14747457600000002
431,0.008774518498666672,0.007526546996324237,0.00734971808942978,0.14755166666666653,0.1482306423340054,0.147725896,0.14723456582266656,0.14785808724685845,0.14747457600000002
432,0.007955999982000006,0.006700738229891464,0.006534320000000002,0.14758066666666653,0.14824807526402875,0.147725896,0.1472508621159999,0.14787617695463617,0.14752484000000005
433,0.0071456666505000065,0.005872996728322612,0.005730096,0.1476053333333332,0.14830037405472224,0.14777616000000002,0.14726675100199987,0.1479181295055812,0.14752484000000005
434,0.006343518504166672,0.005023943391478745,0.004875608,0.14762666666666655,0.14833523991570585,0.14777616000000002,0.1472818250733332,0.14790973808419197,0.14752484000000005
435,0.005533185172666672,0.004227833910024972,0.004037879022951671,0.1476449999999999,0.1483178069851624,0.14777616000000002,0.14729567692266654,0.1479226580689994,0.14752484000000005
436,0.0047146666560000045,0.0034175217582919663,0.0032168960000000003,0.14765999999999987,0.1482887521011549,0.147826424,0.14730830654999988,0.1479626892329491,0.14757510400000004
437,0.003904333324500005,0.0025833219168491573,0.0024126720000000003,0.1476723333333332,0.1483410508925787,0.147826424,0.14732012136266653,0.14797947649241458,0.14757510400000004
438,0.0030858148078333385,0.0018969728830892103,0.00175924,0.14768233333333322,0.14836429480018087,0.147826424,0.14733152876799988,0.14798592184136386,0.14757510400000004
439,0.002291851846666672,0.0012332283522593398,0.0012063360000000001,0.14768999999999988,0.14836429480017907,0.14777616000000002,0.14734252876599988,0.14797432248192885,0.14757510400000004
440,0.001596111107500005,0.0007722223572417885,0.00075396,0.14769566666666653,0.14834105089257954,0.14777616000000002,0.14735352876399987,0.14799045049781437,0.147625368
441,0.0010313333310000051,0.0003880444597157981,0.000402112,0.14769999999999986,0.14834105089257998,0.14777616000000002,0.14736452876199987,0.14801240306453475,0.147625368
442,0.0005893333320000048,0.0001543147813802072,0.000201056,0.14770366666666654,0.1483468618694619,0.147725896,0.14737471394533322,0.14802854921088518,0.147625368
443,0.0002619259253333381,3.228284690657942e-05,0.00015079200000000002,0.14770599999999987,0.1483759167540518,0.147725896,0.14738408431399988,0.14802854921088518,0.147625368
444,4.911111100000477e-05,2.3890901355280866e-05,0.00015079200000000002,0.14770666666666654,0.14835267284635723,0.147725896,0.1473926398679999,0.1480162907471551,0.147625368
445,-4.9111110999995224e-05,1.807930331416113e-05,0.00015079200000000002,0.14770666666666654,0.14835848382326358,0.147725896,0.1474003806073332,0.14803821811773318,0.147625368
446,-6.548148133332856e-05,3.615685435529167e-05,0.00015079200000000002,0.14770666666666654,0.14834686186946416,0.147725896,0.14740771393933322,0.14804534107302658,0.147675632
447,-6.548148133332856e-05,-1.6784451756561044e-05,0.00015079200000000002,0.14770666666666654,0.14834105089258043,0.147725896,0.14741504727133325,0.14805825436419925,0.147675632
448,-6.548148133332856e-05,3.1638346862156874e-05,0.00015079200000000002,0.14770666666666654,0.14835267284635578,0.147725896,0.14742238060333324,0.14804211277348564,0.147675632
449,-6.548148133332856e-05,-8.395457648927733e-06,0.00015079200000000002,0.14770666666666654,0.14838172773100416,0.147725896,0.14742971393533325,0.1480285283844337,0.147675632
450,-6.548148133332856e-05,2.3244658222001026e-05,0.00015079200000000002,0.14770666666666654,0.1483526728463581,0.147725896,0.1474366398599999,0.14809763758288266,0.147675632
451,-6.548148133332856e-05,1.0331288346197244e-05,0.00015079200000000002,0.14770666666666654,0.14833523991570788,0.147725896,0.14744275096999993,0.1480750346975267,0.147675632
452,-6.548148133332856e-05,1.485156219420544e-05,0.00015079200000000002,0.14770666666666654,0.14834686186946272,0.147725896,0.1474484546726666,0.14808538395360468,0.147675632
453,-6.548148133332856e-05,1.4850376913777235e-05,0.00015079200000000002,0.14770666666666654,0.14834105089257993,0.147725896,0.14745375096799992,0.1480640724067611,0.147675632
454,-6.548148133332856e-05,7.74564184499394e-06,0.0,0.14770666666666654,0.1483875387079677,0.147725896,0.1474586398559999,0.14806337295156297,0.147725896
455,-6.548148133332856e-05,2.066139393617513e-05,0.0,0.14770666666666654,0.1483410508925804,0.147725896,0.1474635287439999,0.14808924397604295,0.147725896
456,-6.548148133332856e-05,9.039359876589716e-06,0.0,0.14770666666666654,0.14835267284635809,0.147725896,0.14746882503933326,0.14809893129220084,0.147725896
457,-6.548148133332856e-05,2.3892133069395646e-05,0.0,0.14770666666666654,0.1483468618694612,0.147725896,0.1474745287419999,0.14808086213068378,0.147725896
458,-6.548148133332856e-05,7.104755689172861e-06,0.0,0.14770666666666654,0.14837010577711027,0.147725896,0.14748023244466654,0.14805046165921487,0.147725896
459,-6.548148133332856e-05,4.517273238358789e-06,0.0,0.14770666666666654,0.14835267284635706,0.147725896,0.1474855287399999,0.14811633586416675,0.147725896
460,-6.548148133332856e-05,1.2266496751162744e-05,0.0,0.14770666666666654,0.1483410508925804,0.147725896,0.1474904176279999,0.14817961563242507,0.147725896
